Country,Text,Translation,Type,Item,Region1,Region2,Region3,Region4,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,Region1_Surprisal,Region2_Surprisal,Region3_Surprisal,Region4_Surprisal
BCS,Aplaudieron al mecenas que sacó súbitamente al artista del anonimato.,They applauded the patron that quickly brought back the artist from anonymity.,SAA,6,5,6,7-8,9-10,32.770533,7.957097,18.545066,8.511814,13.164997,26.65309,4.351881,11.929613,5.350389,18.769105,,,,,13.164997,26.65309,16.281494,24.119494
BCS,Aplaudieron la escultura que sacó súbitamente al artista del anonimato.,They applauded the sculpture that quickly brought back the artist from anonymity.,SIA,6,5,6,7-8,9-10,32.770533,9.3028,19.073392,10.342292,14.401153,27.827597,4.739849,10.964745,4.615229,18.105419,,,,,14.401153,27.827597,15.704594,22.720648
BCS,Aplaudieron al mecenas que sacó súbitamente el artista del anonimato.,They applauded the patron that the artist quickly brought back from anonymity.,OAA,6,5,6,7-8,9-10,32.770533,7.957097,18.545066,8.511814,13.164997,26.65309,3.945631,11.937499,5.108364,18.221978,,,,,13.164997,26.65309,15.88313,23.330342
BCS,Aplaudieron la escultura que sacó súbitamente el artista del anonimato.,They applauded the sculpture that the artist quickly brought back from anonymity.,OIA,6,5,6,7-8,9-10,32.770533,9.3028,19.073392,10.342292,14.401153,27.827597,4.247662,10.614818,4.44879,17.827474,,,,,14.401153,27.827597,14.86248,22.276264
BCS,Denunciaron al cirujano que acusó en público al médico de calumniador.,They denounced the surgeon that overtly accused the doctor of being a slanderer.,SAA,7,5,6-7,8-9,10-11,22.281555,2.765585,17.567867,3.871578,14.940833,3.537898,7.541401,3.699962,6.330203,2.19389,17.408257,,,,14.940833,11.079299,10.030165,19.602147
BCS,Denunciaron el informe que acusó en público al médico de calumniador.,They denounced the report that overtly accused the doctor of being a slanderer.,SIA,7,5,6-7,8-9,10-11,22.281555,3.476522,8.316358,3.227758,15.822739,3.53229,7.66206,4.063513,6.136827,2.065352,17.532775,,,,15.822739,11.19435,10.20034,19.598127
BCS,Denunciaron al cirujano que acusó en público el médico de calumniador.,They denounced the surgeon that the doctor overtly accused of being a slanderer.,OAA,7,5,6-7,8-9,10-11,22.281555,2.765585,17.567867,3.871578,14.940833,3.537898,7.541401,4.059337,8.490925,2.245445,17.026518,,,,14.940833,11.079299,12.550262,19.271963
BCS,Denunciaron el informe que acusó en público el médico de calumniador.,They denounced the file that the doctor overtly accused of being a slanderer.,OIA,7,5,6-7,8-9,10-11,22.281555,3.476522,8.316358,3.227758,15.822739,3.53229,7.66206,3.508825,7.659822,2.160393,15.948221,,,,15.822739,11.19435,11.168647,18.108614
BCS,El banco apoyó al director que financiaba fuertemente al ejecutivo de inversiones.,The bank supported the director that strongly funded the executive of the investment fund.,SAA,8,7,8,9-10,11-12,8.497128,11.385162,19.621196,8.428802,10.296796,7.038609,14.043859,15.847868,4.546309,8.843217,1.929747,8.078995,,,14.043859,15.847868,13.389526,10.008742
BCS,El banco apoyó el proyecto que financiaba fuertemente al ejecutivo de inversiones.,The bank supported the plan that strongly funded the executive of the investment fund.,SIA,8,7,8,9-10,11-12,8.497128,11.385162,19.621196,6.776459,7.497491,4.006323,12.400219,15.418529,4.421904,10.162787,2.141519,7.137436,,,12.400219,15.418529,14.584691,9.278955
BCS,El banco apoyó al director que financiaba fuertemente el ejecutivo de inversiones.,The bank supported the director that the executive of the investment fund strongly funded.,OAA,8,7,8,9-10,11-12,8.497128,11.385162,19.621196,8.428802,10.296796,7.038609,14.043859,15.847868,3.593184,9.61342,1.888454,8.13478,,,14.043859,15.847868,13.206604,10.023234
BCS,El banco apoyó el proyecto que financiaba fuertemente el ejecutivo de inversiones.,The bank supported the project that the executive of the investment fund strongly funded.,OIA,8,7,8,9-10,11-12,8.497128,11.385162,19.621196,6.776459,7.497491,4.006323,12.400219,15.418529,3.695341,10.884258,2.161176,7.102964,,,12.400219,15.418529,14.579599,9.26414
BCS,Censuraron al periodista que denunció duramente al político a través de la radio.,They censored the journalist that directly denounced the politician through the radio.,SAA,9,5,6,7-8,9-13,31.785295,10.619981,17.001075,9.293694,17.869944,15.346454,4.707249,10.58431,4.334307,5.201829,0.47891,1.611326,7.435799,,17.869944,15.346454,15.291559,19.062171
BCS,Censuraron el programa que denunció duramente al político a través de la radio.,They censored the program that directly denounced the politician through the radio.,SIA,9,5,6,7-8,9-13,31.785295,11.830918,9.61128,4.434234,14.788984,16.116836,4.875204,10.221568,4.500036,4.431156,0.501331,1.543575,7.242942,,14.788984,16.116836,15.096772,18.21904
BCS,Censuraron al periodista que denunció duramente el político a través de la radio.,They censored the journalist that the politician directly denounced through the radio.,OAA,9,5,6,7-8,9-13,31.785295,10.619981,17.001075,9.293694,17.869944,15.346454,3.718967,10.638428,4.353336,5.0495,0.48931,1.597265,7.631871,,17.869944,15.346454,14.357395,19.121282
BCS,Censuraron el programa que denunció duramente el político a través de la radio.,They censored the program that the politician directly denounced through the radio.,OIA,9,5,6,7-8,9-13,31.785295,11.830918,9.61128,4.434234,14.788984,16.116836,3.660361,10.304443,4.49334,4.343296,0.532648,1.51789,7.626679,,14.788984,16.116836,13.964804,18.513853
BCS,Investigaron al testigo que señalaba claramente al asesino durante el juicio.,They investigated the witness that clearly signaled to the murderer during the judgement.,SAA,10,5,6,7-8,9-11,19.10425,6.61898,15.009782,10.337931,18.007463,16.011492,4.681122,17.102236,7.877219,2.500896,8.141277,,,,18.007463,16.011492,21.783358,18.519392
BCS,Investigaron la prueba que señalaba claramente al asesino durante el juicio.,They investigated the evidence that clearly pointed to the murderer during the judgement.,SIA,10,5,6,7-8,9-11,19.10425,5.15023,7.496926,3.643718,15.555204,13.743542,4.916325,18.448485,7.52309,1.958077,8.199568,,,,15.555204,13.743542,23.36481,17.680735
BCS,Investigaron al testigo que señalaba claramente el asesino durante el juicio.,They investigated the witness that the murderer clearly signalled to during the judgement.,OAA,10,5,6,7-8,9-11,19.10425,6.61898,15.009782,10.337931,18.007463,16.011492,4.341279,15.148818,7.899056,2.370509,8.006604,,,,18.007463,16.011492,19.490097,18.276169
BCS,Investigaron la prueba que señalaba claramente el asesino durante el juicio.,They investigated the evidence that the murderer clearly pointed to during the judgement.,OIA,10,5,6,7-8,9-11,19.10425,5.15023,7.496926,3.643718,15.555204,13.743542,4.353825,16.784246,7.44935,1.935781,8.054972,,,,15.555204,13.743542,21.138071,17.440103
BCS,Criticaron al político que superó ilegalmente al candidato en el partido.,They criticized the politician that illegally overcame the candidate in the party.,SAA,11,5,6,7-8,9-11,24.851184,10.690384,17.184775,7.425993,12.532484,17.599016,4.159419,5.621855,4.802958,2.351513,5.725585,,,,12.532484,17.599016,9.781274,12.880056
BCS,Criticaron la votación que superó ilegalmente al candidato en el partido.,They criticized the poll that illegally overcame the candidate in the party.,SIA,11,5,6,7-8,9-11,24.851184,10.532181,21.190648,5.185816,11.326947,16.853955,4.435245,6.607158,4.258396,2.018407,6.288798,,,,11.326947,16.853955,11.042403,12.565601
BCS,Criticaron al político que superó ilegalmente el candidato en el partido.,They criticized the politician that the candidate illegally overcame in the party.,OAA,11,5,6,7-8,9-11,24.851184,10.690384,17.184775,7.425993,12.532484,17.599016,3.253169,7.288147,4.724821,2.290897,5.848661,,,,12.532484,17.599016,10.541316,12.864379
BCS,Criticaron la votación que superó ilegalmente el candidato en el partido.,They criticized the poll that the candidate illegally overcame in the party.,OIA,11,5,6,7-8,9-11,24.851184,10.532181,21.190648,5.185816,11.326947,16.853955,3.474307,8.128157,4.329678,1.993043,6.354385,,,,11.326947,16.853955,11.602464,12.677106
BCS,Asaltaron al secretario que recogió esa tarde al ejecutivo en la estación.,They attacked the secretary that picked up the executive this afternoon at the station.,SAA,12,5,6-7,8-9,10-12,28.099236,8.015766,15.982469,8.825664,19.654177,9.000824,3.266289,4.227506,10.140516,4.48033,1.977656,10.942272,,,19.654177,12.267113,14.368022,17.400258
BCS,Asaltaron el coche que recogió esa tarde al ejecutivo en la estación.,They attacked the car that picked up the executive this afternoon at the station.,SIA,12,5,6-7,8-9,10-12,28.099236,9.548969,12.236063,8.567281,16.941154,9.039089,3.304027,3.756594,10.338379,4.567076,2.048276,10.817317,,,16.941154,12.343116,14.094973,17.432669
BCS,Asaltaron al secretario que recogió esa tarde el ejecutivo en la estación.,They attacked the secretary that the executive picked up this afternoon at the station.,OAA,12,5,6-7,8-9,10-12,28.099236,8.015766,15.982469,8.825664,19.654177,9.000824,3.266289,3.415006,10.537876,4.560158,1.97917,10.89851,,,19.654177,12.267113,13.952882,17.437838
BCS,Asaltaron el coche que recogió esa tarde el ejecutivo en la estación.,They attacked the car that the executive picked up this afternoon at the station.,OIA,12,5,6-7,8-9,10-12,28.099236,9.548969,12.236063,8.567281,16.941154,9.039089,3.304027,3.225344,10.640134,4.627792,2.05485,10.54714,,,16.941154,12.343116,13.865478,17.229782
BCS,El vecino vio al perro que destrozó por completo al motorista en el cruce.,The neighbour saw the dog that completely destroyed the motorist at the crossroads.,SAA,13,7,8-9,10-11,12-14,8.497128,11.623425,10.920779,5.533417,10.213137,6.110886,18.51995,4.99386,7.387041,5.136291,13.435089,4.647405,2.220771,10.105572,18.51995,12.380901,18.57138,16.973748
BCS,El vecino vio el vehículo que destrozó por completo al motorista en el cruce.,The neighbour saw the car that completely destroyed the motorist at the crossroads.,SIA,13,7,8-9,10-11,12-14,8.497128,11.623425,10.920779,4.291229,9.449136,3.383341,16.589127,5.107595,5.188805,5.108326,11.202483,4.331267,2.030513,9.176437,16.589127,10.2964,16.310809,15.538217
BCS,El vecino vio al perro que destrozó por completo el motorista en el cruce.,The neighbour saw the dog that the motorist completely destroyed at the crossroads.,OAA,13,7,8-9,10-11,12-14,8.497128,11.623425,10.920779,5.533417,10.213137,6.110886,18.51995,4.99386,7.387041,4.269104,11.52423,4.625673,2.176886,9.890114,18.51995,12.380901,15.793334,16.692673
BCS,El vecino vio el vehículo que destrozó por completo el motorista en el cruce.,The neighbour saw the car that the motorist completely destroyed at the crossroads.,OIA,13,7,8-9,10-11,12-14,8.497128,11.623425,10.920779,4.291229,9.449136,3.383341,16.589127,5.107595,5.188805,4.764576,9.541484,4.283119,2.003014,9.241912,16.589127,10.2964,14.30606,15.528045
BCS,La policía paró al conductor que remolcó ayer al camionero en la carretera.,The police stopped the driver that towed the trucker yesterday on the highway.,SAA,14,7,8,9-10,11-13,8.532284,9.579966,13.564281,7.797541,11.269326,3.445732,22.998311,10.830378,4.577415,18.322109,4.72088,2.646402,15.91702,,22.998311,10.830378,22.899524,23.284302
BCS,La policía paró el tractor que remolcó ayer al camionero en la carretera.,The police stopped the tractor that towed the trucker yesterday on the highway.,SIA,14,7,8,9-10,11-13,8.532284,9.579966,13.564281,5.867853,10.573067,4.630463,21.588687,11.291022,5.294219,20.435652,4.738893,2.615518,17.587826,,21.588687,11.291022,25.729871,24.942237
BCS,La policía paró al conductor que remolcó ayer el camionero en la carretera.,The police stopped the driver that the trucker towed yesterday on the highway.,OAA,14,7,8,9-10,11-13,8.532284,9.579966,13.564281,7.797541,11.269326,3.445732,22.998311,10.830378,4.178978,17.515767,4.638951,2.597745,16.034359,,22.998311,10.830378,21.694745,23.271055
BCS,La policía paró el tractor que remolcó ayer el camionero en la carretera.,The police stopped the tractor that towed the trucker yesterday on the highway.,OIA,14,7,8,9-10,11-13,8.532284,9.579966,13.564281,5.867853,10.573067,4.630463,21.588687,11.291022,4.727813,18.883741,4.649431,2.582766,17.545981,,21.588687,11.291022,23.611554,24.778178
BCS,La defensa aceptó al testigo que señalo rotundamente al terrorista durante el juicio.,The defence accepted the witness that signalled emphatically to the terrorist during the judgement.,SAA,15,7,8,9-10,11-13,8.532284,18.258272,15.659949,4.906688,8.98427,3.499773,13.324492,17.680259,4.40677,13.682719,7.976274,1.803191,7.865142,,13.324492,17.680259,18.089489,17.644607
BCS,La defensa aceptó la prueba que señalo rotundamente al terrorista durante el juicio.,The defence accepted the evidence that pointed emphatically to the terrorist during the judgement.,SIA,15,7,8,9-10,11-13,8.532284,18.258272,15.659949,2.2895,7.518721,3.694464,12.440285,17.785726,4.871862,12.276857,7.338794,1.859123,6.261798,,12.440285,17.785726,17.148719,15.459715
BCS,La defensa aceptó al testigo que señalo rotundamente el terrorista durante el juicio.,The defence accepted the witness that the terrorist emphatically signalled to during the judgement.,OAA,15,7,8,9-10,11-13,8.532284,18.258272,15.659949,4.906688,8.98427,3.499773,13.324492,17.680259,3.773957,11.743219,8.044885,1.732322,7.808198,,13.324492,17.680259,15.517176,17.585405
BCS,La defensa aceptó la prueba que señalo rotundamente el terrorista durante el juicio.,The defence accepted the evidence that the terrorist emphatically pointed to during the judgement.,OIA,15,7,8,9-10,11-13,8.532284,18.258272,15.659949,2.2895,7.518721,3.694464,12.440285,17.785726,3.813269,10.924408,7.380616,1.848161,6.16148,,12.440285,17.785726,14.737677,15.390257
BCS,Premiaron al asesor que llevó recientemente al candidato al éxito.,They rewarded the advisor that recently led the candidate to success.,SAA,16,5,6,7-8,9-10,28.647234,8.725584,14.758536,9.441272,7.789592,20.546089,4.825187,7.823427,3.692275,7.305431,,,,,7.789592,20.546089,12.648614,10.997706
BCS,Premiaron el programa que llevó recientemente al candidato al éxito.,They rewarded the programme that recently led the candidate to success.,SIA,16,5,6,7-8,9-10,28.647234,10.477537,7.43535,4.711961,8.444017,16.371731,4.597969,7.78095,4.037102,7.323166,,,,,8.444017,16.371731,12.378919,11.360268
BCS,Premiaron al asesor que llevó recientemente el candidato al éxito.,They rewarded the advisor that the candidate recently led to success.,OAA,16,5,6,7-8,9-10,28.647234,8.725584,14.758536,9.441272,7.789592,20.546089,3.907218,8.512375,3.894437,7.353585,,,,,7.789592,20.546089,12.419593,11.248022
BCS,Premiaron el programa que llevó recientemente el candidato al éxito.,They rewarded the programme that the candidate recently led to success,OIA,16,5,6,7-8,9-10,28.647234,10.477537,7.43535,4.711961,8.444017,16.371731,3.926094,8.476157,4.24123,7.290688,,,,,8.444017,16.371731,12.402251,11.531918
BCS,Vieron al anciano que arrolló súbitamente al joven durante el desfile.,They saw the old man that suddenly bumped into the youth during the parade.,SAA,17,5,6,7-8,9-11,20.889938,8.760534,8.418905,9.230328,14.834321,26.898925,3.789782,7.36711,8.126003,2.171526,12.395513,,,,14.834321,26.898925,11.156892,22.693042
BCS,Vieron el coche que arrolló súbitamente al joven durante el desfile.,They saw the car that suddenly ran into the youth during the parade.,SIA,17,5,6,7-8,9-11,20.889938,8.283972,7.178517,6.776317,18.514981,27.393288,4.65887,7.772923,8.371962,2.208029,12.125596,,,,18.514981,27.393288,12.431793,22.705587
BCS,Vieron al anciano que arrolló súbitamente el joven durante el desfile.,They saw the old man that the youth suddenly bumped into during the parade.,OAA,17,5,6,7-8,9-11,20.889938,8.760534,8.418905,9.230328,14.834321,26.898925,3.21947,7.667944,8.075657,2.185161,12.297981,,,,14.834321,26.898925,10.887414,22.558799
BCS,Vieron el coche que arrolló súbitamente el joven durante el desfile.,They saw the car that the youth suddenly bumped into during the parade.,OIA,17,5,6,7-8,9-11,20.889938,8.283972,7.178517,6.776317,18.514981,27.393288,3.37762,7.681599,8.300397,2.209886,11.912589,,,,18.514981,27.393288,11.059219,22.422872
BCS,Conocían al mecenas que promocionó ese año al arquitecto en la ciudad.,They knew the patron that promoted the architect this year in the city.,SAA,18,5,6-7,8-9,10-12,25.667565,7.515949,14.057127,4.75769,20.005063,8.433939,4.333756,5.06896,16.664371,4.021316,2.40214,5.154557,,,20.005063,12.767695,21.733331,11.578013
BCS,Conocían el edificio que promocionó ese año al arquitecto en la ciudad.,They knew the building that promoted the architect this year in the city.,SIA,18,5,6-7,8-9,10-12,25.667565,7.648761,10.510366,6.965055,18.416926,8.560544,3.742889,5.25271,16.683634,4.009101,2.398782,4.783448,,,18.416926,12.303433,21.936344,11.191331
BCS,Conocían al mecenas que promocionó ese año el arquitecto en la ciudad.,They knew the patron that the architect promoted this year in the city.,OAA,18,5,6-7,8-9,10-12,25.667565,7.515949,14.057127,4.75769,20.005063,8.433939,4.333756,3.904898,16.100163,4.024745,2.392346,5.160347,,,20.005063,12.767695,20.005061,11.577438
BCS,Conocían el edificio que promocionó ese año el arquitecto en la ciudad.,They knew the building that the architect promoted this year in the city.,OIA,18,5,6-7,8-9,10-12,25.667565,7.648761,10.510366,6.965055,18.416926,8.560544,3.742889,3.838648,16.6264,4.00365,2.36297,4.833818,,,18.416926,12.303433,20.465048,11.200438
BCS,Secuestraron al capitán que recogió aquella tarde al coronel en el aeródromo.,They kidnapped the captain that picked up the colonel this afternoon at the airport.,SAA,19,5,6-7,8-9,10-12,31.630777,8.958169,8.731307,6.923453,16.94096,8.743589,9.35333,3.781329,7.548249,4.778358,1.953862,17.883403,,,16.94096,18.096919,11.329578,24.615623
BCS,Secuestraron el avión que recogió aquella tarde al coronel en el aeródromo.,They hijacked the plane that picked up the colonel this afternoon at the airport.,SIA,19,5,6-7,8-9,10-12,31.630777,9.385903,7.32497,6.177233,14.491859,8.979034,6.568046,4.429093,8.554081,4.58524,1.942499,16.36079,,,14.491859,15.54708,12.983174,22.888529
BCS,Secuestraron al capitán que recogió aquella tarde el coronel en el aeródromo.,They kidnapped the captain that the colonel picked up this afternoon at the airport.,OAA,19,5,6-7,8-9,10-12,31.630777,8.958169,8.731307,6.923453,16.94096,8.743589,9.35333,3.390704,8.730125,4.844647,1.947193,18.073281,,,16.94096,18.096919,12.120829,24.865121
BCS,Secuestraron el avión que recogió aquella tarde el coronel en el aeródromo.,They hijacked the plane that the colonel picked up this afternoon at the airport.,OIA,19,5,6-7,8-9,10-12,31.630777,9.385903,7.32497,6.177233,14.491859,8.979034,6.568046,3.335344,8.900108,4.515604,1.944534,16.308209,,,14.491859,15.54708,12.235452,22.768347
BCS,El juez cronometró al aspirante que batió ampliamente al campeón en la carrera.,The judge timed the opponent that easily beat the champion in the race.,SAA,20,7,8,9-10,11-13,8.497128,10.626633,21.634161,6.098317,12.114716,4.838891,17.010888,17.252234,4.272169,18.142119,4.098258,2.309545,8.319139,,17.010888,17.252234,22.414288,14.726942
BCS,El juez cronometró la marca que batió ampliamente al campeón en la carrera.,The judge timed the record that easily beat the champion in the race.,SIA,20,7,8,9-10,11-13,8.497128,10.626633,21.634161,5.44988,8.214745,4.571115,16.946882,18.771855,4.668146,17.152989,4.114237,2.223352,7.751826,,16.946882,18.771855,21.821135,14.089415
BCS,El juez cronometró al aspirante que batió ampliamente el campeón en la carrera.,The judge timed the opponent that the champion easily beat in the race.,OAA,20,7,8,9-10,11-13,8.497128,10.626633,21.634161,6.098317,12.114716,4.838891,17.010888,17.252234,3.748731,17.547965,4.066765,2.313987,8.359993,,17.010888,17.252234,21.296696,14.740745
BCS,El juez cronometró la marca que batió ampliamente el campeón en la carrera.,The judge timed the record that the champion easily beat in the race.,OIA,20,7,8,9-10,11-13,8.497128,10.626633,21.634161,5.44988,8.214745,4.571115,16.946882,18.771855,3.547052,14.645401,4.080935,2.217112,7.732086,,16.946882,18.771855,18.192453,14.030133
BCS,Luis defendió al abogado que confundió esa mañana al director del Banco.,Luis defended the lawyer that confused the director of the bank this morning.,SAA,21,6,7-8,9-10,11-12,11.378644,17.844415,5.663784,12.825103,6.130455,14.380077,8.661175,4.116063,4.146285,7.112292,3.068085,5.854721,,,14.380077,12.777238,11.258577,8.922806
BCS,Luis defendió el presupuesto que confundió esa mañana al director del Banco.,Luis defended the budget that confused the director of the bank this morning.,SIA,21,6,7-8,9-10,11-12,11.378644,17.844415,4.429409,8.173196,4.672038,14.401494,8.452739,4.375284,4.088912,7.099907,2.912873,5.347263,,,14.401494,12.828023,11.188819,8.260136
BCS,Luis defendió al abogado que confundió esa mañana el director del Banco.,Luis defended the lawyer that the director of the bank mistook this morning.,OAA,21,6,7-8,9-10,11-12,11.378644,17.844415,5.663784,12.825103,6.130455,14.380077,8.661175,4.116063,3.529098,6.746737,2.85963,5.820306,,,14.380077,12.777238,10.275835,8.679936
BCS,Luis defendió el presupuesto que confundió esa mañana el director del Banco.,Luis defended the budget that the director of the bank mistook this morning.,OIA,21,6,7-8,9-10,11-12,11.378644,17.844415,4.429409,8.173196,4.672038,14.401494,8.452739,4.375284,3.127975,6.57,2.677108,5.290524,,,14.401494,12.828023,9.697975,7.967632
BCS,El cirujano operó al policía que salvó finalmente al joven de la muerte.,The surgeon operated on the policeman that finally saved the youth from death.,SAA,22,7,8,9-10,11-13,8.497128,18.968533,17.44223,6.04245,11.827551,4.501963,8.494964,10.679419,4.518046,7.170255,2.879341,1.819558,7.108301,,8.494964,10.679419,11.688301,11.8072
BCS,El cirujano operó el riñón que salvó finalmente al joven de la muerte.,The surgeon operated on the kidney that finally saved the youth from death.,SIA,22,7,8,9-10,11-13,8.497128,18.968533,17.44223,4.79245,19.12575,5.019741,10.739702,10.807022,5.145352,8.528327,2.939667,1.720603,7.549305,,10.739702,10.807022,13.673679,12.209575
BCS,El cirujano operó al policía que salvó finalmente el joven de la muerte.,The surgeon operated on the policeman that the youth finally saved from death.,OAA,22,7,8,9-10,11-13,8.497128,18.968533,17.44223,6.04245,11.827551,4.501963,8.494964,10.679419,3.541484,7.855756,2.962896,1.811465,7.049088,,8.494964,10.679419,11.39724,11.823449
